N›;IES;PROGRAMA;MFD001A;MFD001B;MFD001C;MFD001D;MFD001E;MFD001F;MFD001G;MFD001H;MFD001I;MFD001J;MFD001K;MFD001L;MFD002A;MFD002B;MFD002C;MFD002D;MFD002E;MFD002F;MFD002G;MFD002H;MFD002I;MFD002J;MFD002K;MFD002L;MFD002M;MFD002N;MFD003A;MFD003B;MFD003C;MFD003D;MFD003E;MFD003F;MFD003G;MFD003H;MFD004A;MFD004B;MFD004C;MFD004D;MFD004E;MFD004F;MFD004G;MFD004H;MFD004I;MFD004J;MFD004K;MFD004L;MFD004M;MFD005A;MFD005B;MFD005C;MFD005D;MFD005E;MFD005F;MFD006
386;8;Normalista;1;3;1;1;2;2;2;1;2;1;2;1;3;1;2;3;1;2;1;1;1;3;3;1;1;2;2;3;2;3;1;1;4;4;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3
387;8;Normalista;5;1;4;6;6;6;6;6;5;1;5;5;3;6;5;5;6;6;6;5;5;5;4;5;5;5;6;5;6;6;6;6;6;5;4;4;4;4;4;3;3;3;3;3;3;3;3;5;5;5;5;6;6;3
388;8;Normalista;5;3;6;6;6;5;6;6;5;1;6;6;2;5;6;6;6;1;1;1;1;1;1;1;1;1;1;1;5;1;1;4;6;4;3;4;4;4;4;4;4;3;3;3;4;3;3;1;1;1;1;1;1;1
389;8;Normalista;4;3;1;1;1;3;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;5;5;5;5;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
390;8;Normalista;6;6;6;6;6;2;5;6;6;1;2;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;3;3;4;4;4;1;1;4;4;1;1;1;1;1;1;1;1
391;8;Normalista;6;6;6;6;6;6;6;6;6;1;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1
392;8;Normalista;4;3;5;5;4;4;5;5;5;1;6;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;3;4;3;4;4;3;3;4;4;4;1;1;1;1;1;1;1
393;8;Normalista;5;6;4;5;6;4;5;4;5;1;5;5;4;6;6;3;5;3;6;6;4;4;4;4;5;6;5;5;5;4;4;5;6;6;4;3;4;4;4;1;4;4;3;4;4;4;4;6;6;6;6;6;4;4
394;8;Normalista;6;6;6;4;4;6;5;6;6;1;6;6;3;4;3;3;4;3;4;4;4;3;4;4;4;4;3;3;3;3;1;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;5;5;5;3
395;8;Normalista;6;4;5;6;5;5;4;5;5;1;5;5;5;5;5;4;5;4;4;5;4;1;4;4;4;4;5;2;3;3;5;3;6;6;3;3;4;3;4;3;4;3;4;3;4;4;3;5;5;6;6;5;5;2
396;8;Normalista;4;5;6;6;4;6;5;6;6;1;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
397;8;Normalista;5;6;4;4;6;3;4;3;6;1;6;6;6;6;3;3;6;3;6;6;6;3;3;4;4;4;1;3;1;3;3;4;6;4;2;3;3;2;2;3;3;3;3;3;3;3;3;5;5;5;5;4;5;3
398;8;Normalista;5;6;6;6;4;6;4;6;5;1;6;6;5;4;3;2;5;3;6;5;3;1;6;4;6;6;2;3;2;2;2;5;5;3;3;4;3;3;2;4;4;3;3;3;3;4;4;6;4;6;5;6;6;3
399;8;Normalista;5;6;2;1;6;5;5;4;4;1;5;5;2;5;4;2;4;3;4;5;4;3;5;5;4;5;2;3;3;3;1;4;5;5;2;1;1;3;3;4;4;3;4;3;3;4;3;5;4;2;6;5;5;3
400;8;Normalista;5;5;6;6;4;4;4;5;5;1;4;5;1;3;1;1;5;1;5;5;4;4;6;6;6;5;1;1;2;3;1;6;6;2;4;4;4;1;4;3;4;4;4;4;4;3;4;5;5;5;6;6;6;3
401;8;Normalista;3;4;6;5;6;4;6;6;6;1;5;5;4;3;2;2;5;3;6;5;3;1;5;3;5;5;1;2;3;2;1;5;4;2;4;3;4;3;2;3;4;4;2;3;4;4;4;5;5;5;5;5;5;3
402;8;Normalista;3;3;3;4;4;3;3;3;4;1;3;4;4;5;4;5;4;3;4;3;4;3;4;5;5;5;4;5;5;3;4;5;5;5;3;3;4;3;3;4;3;4;3;4;3;2;3;6;4;5;4;5;4;3
403;8;Normalista;4;4;6;6;1;1;5;6;6;1;5;5;4;2;6;3;6;5;6;6;4;2;4;6;6;5;3;4;1;1;1;5;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;5;6;6;6;2
404;8;Normalista;5;4;5;6;4;5;3;6;5;1;5;4;3;2;4;1;4;3;4;6;4;3;3;4;4;3;4;3;4;1;1;3;1;1;4;3;4;3;4;1;3;4;4;4;3;4;4;2;4;3;4;3;5;3
405;8;Normalista;5;2;6;6;6;6;6;6;6;1;6;6;1;6;6;1;2;5;6;6;5;6;6;6;5;6;2;2;2;1;1;5;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;4
406;8;Normalista;4;5;5;3;5;5;5;5;5;1;5;5;3;5;2;4;5;2;6;6;2;1;6;4;5;5;5;4;4;4;3;5;5;1;3;3;3;3;3;3;4;3;2;3;3;3;4;5;5;4;4;5;5;1
407;8;Normalista;5;3;4;5;4;5;3;5;5;1;5;4;4;3;4;2;5;4;6;6;5;4;4;5;6;6;4;2;4;2;1;3;3;1;3;3;2;2;4;3;4;4;4;4;3;3;4;5;5;4;4;4;5;3
408;8;Normalista;2;3;6;5;4;5;4;6;5;1;4;5;1;2;4;1;3;3;5;3;4;1;5;3;6;5;2;1;3;1;1;3;1;1;4;3;4;3;3;4;3;4;4;4;3;4;4;5;4;4;5;4;4;3
409;8;Normalista;3;4;4;5;6;6;6;6;6;1;6;5;3;3;4;3;4;4;5;5;3;1;5;5;5;6;2;3;5;3;5;6;6;3;4;4;4;3;3;4;4;4;3;3;3;3;3;6;6;6;6;6;6;3
410;8;Normalista;5;4;6;6;6;6;6;5;6;1;5;6;4;5;4;4;4;5;5;6;3;2;5;4;6;5;2;4;2;3;2;5;5;3;4;4;4;4;4;3;4;4;4;4;4;4;4;5;5;5;6;6;6;3
411;8;Normalista;5;5;6;4;3;6;4;4;4;1;5;6;3;4;3;4;4;4;6;4;4;4;4;4;4;4;5;3;5;3;3;4;3;3;4;4;4;3;4;4;3;4;3;3;4;2;4;6;6;6;6;5;5;3
412;8;Normalista;4;5;5;5;1;4;4;4;4;1;5;6;4;4;4;4;4;3;6;6;4;5;4;4;1;3;3;2;3;3;1;3;3;1;2;2;3;3;3;3;3;2;3;3;3;3;3;4;4;3;4;4;4;2
413;8;Normalista;6;3;6;6;4;6;6;6;6;1;6;5;1;1;4;2;6;4;6;6;4;1;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
414;8;Normalista;5;3;6;6;5;5;4;5;4;1;4;4;3;3;2;1;6;3;6;5;3;3;6;6;6;6;2;3;3;2;1;3;4;3;3;2;3;3;2;2;2;2;2;2;2;2;2;6;6;6;5;6;6;3
415;9;Normalista;6;6;6;6;5;6;6;6;6;1;6;6;2;6;2;5;6;5;6;5;1;2;6;2;6;5;6;5;5;4;2;6;5;2;4;4;4;4;4;4;4;4;4;4;4;4;4;6;5;6;5;5;5;4
416;9;Normalista;4;5;3;4;6;3;3;4;4;1;5;5;5;4;3;5;5;5;4;4;5;4;4;5;5;6;4;5;6;6;5;6;3;3;3;4;3;4;3;3;4;3;4;3;3;2;3;4;2;5;5;6;5;3
417;9;Normalista;6;6;6;6;6;6;6;6;6;1;6;6;6;6;2;1;6;6;6;5;6;2;6;6;6;6;4;4;6;4;4;6;4;6;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;4
418;9;Normalista;6;3;4;4;4;4;4;3;4;1;4;3;3;4;3;4;4;3;4;4;4;3;3;4;4;4;4;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;3
419;9;Normalista;6;6;5;6;6;6;6;4;4;1;6;6;6;6;2;4;6;5;5;1;6;4;6;6;6;5;4;4;5;5;4;4;5;4;4;4;4;4;3;3;3;4;4;4;3;4;1;5;5;5;6;6;6;3
420;9;Normalista;6;6;5;6;6;6;6;6;6;1;6;6;5;4;2;4;6;3;6;6;5;1;6;2;6;5;2;3;3;3;1;2;5;2;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;4
421;9;Normalista;5;4;6;6;2;4;4;6;5;1;5;6;4;3;1;1;5;3;6;6;3;5;6;6;6;6;1;1;3;1;1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
422;9;Normalista;6;6;6;6;6;6;6;6;6;1;6;6;4;6;3;3;6;6;5;6;5;3;1;6;5;6;4;5;5;5;5;6;5;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1
423;9;Normalista;1;2;6;6;6;6;6;5;5;1;6;6;3;6;1;1;6;2;6;5;3;2;5;4;3;6;1;3;4;1;1;2;3;2;4;3;4;2;2;2;3;3;1;2;1;2;3;5;3;5;5;5;5;4
424;9;Normalista;5;6;4;5;6;5;6;4;5;1;6;6;3;5;2;3;5;3;6;5;4;2;4;3;5;5;2;3;3;3;2;6;5;4;4;4;4;3;4;4;4;4;4;3;4;4;4;5;5;5;5;5;5;3
425;9;Normalista;4;3;4;5;6;4;5;4;6;1;4;6;3;6;2;2;4;2;6;6;2;2;6;6;6;6;2;2;2;1;2;5;4;2;3;3;2;1;4;4;4;4;4;4;3;4;4;3;3;3;3;3;3;3
426;9;Normalista;5;5;4;1;2;1;4;3;3;1;4;1;4;4;4;1;1;2;5;4;4;3;4;4;4;5;1;2;2;2;1;1;4;1;3;3;3;2;1;1;2;2;3;2;2;3;4;4;4;5;4;4;4;3
427;9;Normalista;6;5;1;4;6;5;6;3;5;1;5;5;5;6;2;4;6;6;6;6;5;4;6;4;4;5;1;4;3;1;1;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;2
428;9;Normalista;4;5;4;3;4;1;4;3;4;1;4;5;3;5;4;5;4;4;5;6;4;5;4;5;4;5;5;4;4;4;3;1;4;4;3;3;1;3;3;3;4;3;1;3;3;3;4;3;4;4;4;4;4;2
429;9;Normalista;5;6;2;5;6;6;6;3;6;1;6;6;6;6;2;4;4;2;6;6;3;1;6;6;6;6;1;3;3;3;2;4;5;5;2;3;3;2;4;4;4;3;1;1;4;2;4;4;5;2;5;5;5;2
430;9;Normalista;5;6;3;4;5;2;4;2;2;1;4;4;2;5;2;3;6;3;5;4;3;2;4;4;4;5;1;1;2;2;1;4;5;2;2;2;1;1;3;3;3;3;2;2;3;3;3;4;1;5;5;5;4;2
431;9;Normalista;4;4;4;4;4;4;4;4;4;1;4;4;2;3;2;3;4;3;5;5;3;3;4;4;3;4;3;4;3;3;2;4;4;4;4;4;4;4;3;3;4;4;3;4;4;4;3;4;4;5;4;4;4;3
432;9;Normalista;2;2;5;3;5;3;4;2;2;1;2;1;5;3;4;4;2;2;2;3;4;5;2;2;2;2;4;4;4;5;5;3;2;4;1;2;1;3;1;1;1;2;2;2;2;1;2;2;3;3;2;2;2;2
433;9;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1
434;9;Normalista;6;5;5;5;5;5;6;6;6;1;6;6;4;5;6;5;5;5;3;5;4;1;5;5;4;4;5;5;2;1;1;2;3;5;3;3;2;3;3;3;3;3;3;3;3;3;3;4;5;5;4;5;1;2
435;9;Normalista;1;2;6;6;6;6;6;6;6;1;6;3;2;2;3;2;5;4;6;6;3;1;6;6;6;6;2;5;4;1;3;5;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;4
436;9;Normalista;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;3;2;2;1;2;1;1;2;1;1;2;2;2;1;1;2;1;2;2;1;1
438;9;Normalista;5;3;5;6;3;4;3;4;4;1;5;5;2;3;4;3;5;3;6;4;4;2;5;4;4;5;3;2;2;1;1;5;3;1;3;3;4;4;4;4;4;3;3;3;3;3;2;5;3;4;4;5;5;3
439;9;Normalista;2;4;4;4;4;4;4;4;4;1;6;6;3;4;4;3;3;3;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4;4;3;3;2;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;2
440;9;Normalista;4;5;5;5;5;5;6;5;4;1;5;5;3;3;2;2;3;3;5;5;4;3;5;5;4;5;4;3;4;3;2;4;4;2;2;2;3;3;3;2;3;2;1;2;3;2;3;4;4;4;4;4;4;3
441;9;Normalista;4;4;5;4;5;5;4;5;5;1;4;4;4;4;1;3;4;2;6;3;3;4;6;4;4;5;2;3;2;5;3;4;2;4;4;4;4;4;4;4;4;4;4;3;4;4;4;5;5;3;5;5;5;3
442;9;Normalista;5;5;6;6;5;5;5;4;5;1;5;5;4;4;3;2;4;2;6;6;3;2;5;4;4;4;3;2;3;1;1;3;4;3;3;3;4;4;4;4;4;3;3;4;4;4;4;5;5;5;6;6;5;3
443;9;Normalista;1;1;1;1;5;1;1;1;1;1;2;2;2;1;5;5;1;5;1;1;1;5;5;1;1;1;5;5;5;5;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;4;4;4;4;4;3
444;9;Normalista;5;6;5;6;6;5;5;6;6;1;6;6;4;6;4;5;6;3;6;5;2;4;5;5;6;5;2;3;4;2;1;5;3;1;3;4;4;4;2;4;4;4;4;4;4;4;4;4;4;5;2;4;4;3
445;10;Licenciado;6;6;6;6;6;6;6;6;6;1;6;6;5;6;1;6;6;6;6;6;6;1;3;4;6;6;1;6;6;1;1;1;6;6;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1
446;10;Licenciado;3;5;6;5;4;4;5;5;5;1;6;6;4;5;2;4;4;4;5;5;4;2;6;5;5;6;2;2;2;2;2;4;4;2;4;4;3;3;4;3;3;3;3;3;4;4;4;6;6;6;4;5;5;4
447;10;Licenciado;4;6;6;4;6;5;5;6;6;1;4;5;1;1;1;1;3;2;5;4;3;1;5;4;3;3;4;4;4;3;1;1;1;1;3;3;3;2;1;2;3;2;3;3;2;3;3;4;4;4;4;4;4;2
448;10;Licenciado;5;5;6;6;4;6;4;6;6;1;5;6;5;4;3;2;5;4;6;3;1;2;6;2;6;6;1;1;4;3;1;6;4;1;4;3;4;3;3;3;2;2;1;2;2;1;4;4;2;2;5;6;6;3
449;10;Licenciado;4;4;6;6;2;6;6;6;6;1;5;4;3;4;2;2;4;3;6;5;3;2;6;6;4;6;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;4;2;2
450;10;Licenciado;5;5;5;5;5;5;4;5;5;1;5;5;5;5;2;5;5;5;5;5;4;4;4;3;5;5;3;3;3;3;3;3;5;4;3;4;4;3;2;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3
451;10;Licenciado;6;6;6;6;6;6;6;6;6;1;6;6;4;4;1;1;6;6;6;6;5;1;6;6;6;6;3;1;1;1;1;1;6;1;3;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;4
452;10;Licenciado;5;4;4;4;3;5;6;3;5;1;6;6;6;5;1;2;6;1;6;6;2;3;5;6;5;6;5;1;6;1;1;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;5;6;1
453;10;Licenciado;6;6;5;6;6;6;5;6;5;1;6;5;5;5;6;6;1;5;5;6;5;5;5;6;6;6;5;4;6;6;3;5;5;4;4;3;1;4;4;4;4;4;3;4;4;4;4;6;6;6;6;6;6;4
454;10;Licenciado;2;5;6;6;6;5;6;5;6;1;6;6;2;5;1;2;3;2;6;5;3;3;6;5;5;5;3;1;1;3;1;3;3;2;4;4;4;4;4;4;4;4;3;4;4;4;3;6;6;6;6;6;6;4
455;11;Licenciado;4;2;5;5;5;5;5;6;5;1;5;5;1;4;1;1;3;1;5;5;5;1;3;6;4;5;5;4;5;5;1;6;5;5;3;3;3;3;3;3;3;3;1;3;2;2;2;3;3;3;3;3;3;3
457;11;Licenciado;5;5;4;4;3;5;5;6;5;1;4;4;5;5;6;3;3;4;4;5;3;4;4;3;3;4;5;5;4;4;3;4;5;5;4;3;3;4;4;3;3;4;3;4;3;4;2;5;4;1;4;5;4;3
458;11;Licenciado;4;4;3;3;4;3;4;3;5;1;5;5;4;4;4;4;3;3;1;5;3;4;5;5;5;4;3;3;3;4;4;4;5;5;3;3;3;4;3;3;2;2;2;2;2;3;3;3;3;4;4;4;3;3
459;11;Licenciado;3;3;3;4;6;6;6;6;6;1;6;4;1;5;1;5;5;2;4;4;3;2;5;4;3;5;3;6;2;2;1;3;5;4;3;3;3;3;3;3;3;1;2;3;2;3;3;4;4;4;5;5;4;3
460;11;Licenciado;5;4;6;5;1;4;5;5;4;1;4;5;1;4;3;3;6;5;6;5;4;5;4;5;6;6;5;4;6;5;5;5;6;5;3;3;3;4;3;3;4;3;2;3;3;4;3;5;4;5;4;5;4;3
461;11;Licenciado;4;5;6;6;6;6;6;6;5;1;6;6;3;6;1;2;6;1;6;6;4;2;4;6;6;6;6;4;2;1;1;5;1;1;4;4;4;3;4;4;4;3;4;4;3;2;2;5;5;6;6;4;4;3
462;11;Licenciado;1;1;6;6;3;6;6;6;6;1;3;6;1;6;1;1;4;2;6;6;3;3;6;4;3;6;4;2;4;3;1;6;4;6;4;4;4;4;4;4;4;4;4;4;3;4;4;6;5;5;5;4;4;3
463;11;Licenciado;6;5;6;5;6;5;5;6;5;1;6;6;5;4;4;1;6;6;6;5;1;1;6;6;6;5;2;6;6;5;2;6;5;5;4;4;4;3;3;4;3;1;4;4;4;3;4;6;5;5;5;5;5;3
464;11;Licenciado;5;5;5;5;5;5;5;5;5;1;5;5;4;5;3;6;6;3;6;6;6;6;6;6;6;6;5;5;5;3;4;5;5;5;4;3;4;3;3;4;3;3;4;4;3;4;3;5;5;5;5;5;5;4
465;11;Licenciado;3;2;4;5;3;5;4;5;5;1;5;4;2;3;2;2;4;4;3;4;4;4;5;4;5;4;2;3;3;3;1;4;2;2;3;3;4;3;3;4;4;3;3;3;4;4;4;4;3;4;4;4;5;3
466;11;Licenciado;5;4;5;4;4;3;4;5;5;1;5;4;4;3;3;3;4;3;5;4;4;4;4;5;5;5;3;3;4;3;3;4;3;3;4;4;3;3;4;4;4;3;4;4;4;3;4;5;4;5;5;5;5;3
467;11;Licenciado;6;6;5;5;6;6;6;6;6;1;6;6;4;4;4;1;5;3;4;5;4;5;5;5;4;5;2;2;3;2;1;2;2;1;3;3;2;3;3;3;2;3;3;3;4;3;3;5;4;6;3;5;4;3
468;11;Licenciado;4;3;3;3;4;3;3;5;4;1;3;5;3;3;2;2;3;2;5;4;3;2;4;5;3;3;3;3;3;3;4;4;3;5;2;3;3;3;2;3;3;2;3;3;3;2;3;4;4;4;1;3;3;3
469;11;Licenciado;5;5;6;6;5;6;6;6;6;1;6;6;4;6;1;4;5;5;6;6;5;1;6;6;6;6;4;4;4;4;2;6;6;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;5;4;4;3;3;2
470;11;Licenciado;4;3;6;6;5;4;3;6;4;1;6;6;1;5;1;1;1;1;6;5;4;2;2;2;1;6;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;3;3;3;3;3;4;5;4;5;5;5;4
471;11;Licenciado;4;4;5;4;6;5;6;5;4;1;5;4;4;4;4;5;3;4;5;4;5;3;4;5;4;5;2;2;3;2;1;2;2;1;3;3;2;3;3;3;3;3;3;3;4;3;3;4;4;4;5;4;4;3
472;11;Licenciado;2;3;6;5;3;4;4;6;6;1;5;5;3;3;2;2;3;4;6;6;1;2;5;5;5;6;2;3;3;3;1;2;3;2;3;4;2;1;4;2;3;2;3;3;3;3;4;2;2;2;5;3;4;3
473;11;Licenciado;3;2;5;2;5;1;4;6;6;1;6;6;2;3;1;3;6;5;6;5;6;6;6;5;5;6;2;2;2;2;1;5;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;5;6;5;5;5;5;4
474;11;Licenciado;2;3;4;3;4;4;3;4;3;1;4;4;3;3;3;3;3;3;4;3;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;2
475;11;Licenciado;5;5;3;3;5;5;1;4;4;1;6;5;3;6;3;2;6;5;5;4;5;2;4;5;2;6;4;5;4;2;2;6;6;4;4;4;1;3;3;3;4;4;4;3;4;4;4;5;5;5;5;5;5;3
476;11;Licenciado;5;5;5;4;4;5;4;6;6;1;6;5;4;4;4;3;3;3;5;5;3;4;4;5;5;5;3;3;3;3;3;4;3;4;4;3;4;4;3;2;3;3;3;3;3;3;3;5;4;4;5;5;5;3
477;11;Licenciado;5;6;6;5;5;6;6;6;5;1;6;5;5;6;1;3;6;4;6;5;4;4;4;5;5;5;2;3;6;6;2;6;3;3;3;3;3;3;3;3;3;3;2;3;4;3;3;6;4;4;4;4;4;3
478;11;Licenciado;4;4;6;6;5;5;3;6;6;1;5;4;3;3;3;4;6;5;6;6;2;5;6;5;4;6;1;5;5;1;1;5;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;4
479;11;Licenciado;5;5;6;6;3;6;5;6;6;1;5;5;4;4;3;4;5;4;6;6;5;2;6;6;4;5;3;4;5;3;1;6;4;4;3;3;4;3;3;4;4;3;3;3;4;4;4;5;5;5;5;5;5;3
480;11;Licenciado;3;1;6;6;3;5;2;6;5;1;5;5;3;4;1;4;5;1;6;5;2;3;6;5;5;6;3;2;4;1;1;5;2;4;3;4;4;3;4;4;4;4;3;3;3;4;3;5;2;4;4;4;4;3
481;11;Licenciado;4;3;6;6;3;6;6;6;6;1;4;4;3;2;1;3;5;2;6;6;4;1;6;4;2;6;1;4;3;1;1;6;3;3;4;4;3;4;4;4;3;4;2;2;4;4;4;6;6;5;3;6;6;4
482;11;Licenciado;4;5;4;6;3;6;6;6;5;1;5;5;4;4;4;4;5;3;6;5;3;3;5;5;6;6;2;2;3;2;2;5;6;6;4;4;3;4;4;3;4;4;3;3;4;4;4;4;5;5;5;6;6;4
483;11;Licenciado;3;4;6;6;1;6;5;5;4;1;5;5;2;3;1;3;3;3;1;4;3;1;5;5;5;5;1;4;1;1;1;3;4;1;3;2;2;1;3;1;1;3;1;1;2;2;2;4;5;3;1;1;1;3
484;11;Licenciado;5;4;4;5;3;6;4;6;6;1;6;4;4;2;2;2;3;2;6;6;3;2;5;6;5;6;2;2;1;1;1;4;2;1;2;2;4;3;4;2;3;3;1;3;3;2;3;4;6;4;4;3;3;3
485;11;Licenciado;5;5;5;5;5;5;5;5;5;1;5;5;2;3;4;4;6;3;4;5;4;4;5;4;5;5;4;5;4;3;3;4;5;5;4;4;4;3;3;3;4;4;3;3;4;4;3;4;5;4;3;4;5;3
486;11;Licenciado;5;4;6;5;5;5;5;5;4;1;3;6;3;4;1;1;4;6;5;5;4;4;4;4;5;6;5;3;4;4;2;4;3;5;2;4;3;3;4;3;3;4;3;2;3;2;4;5;5;4;5;4;6;3
487;11;Licenciado;1;1;3;4;2;4;4;5;6;1;4;6;2;1;1;2;4;2;6;6;1;2;6;4;3;6;1;1;2;3;4;3;2;2;4;3;4;3;4;3;4;3;3;4;4;4;3;5;4;6;5;5;6;4
488;11;Licenciado;4;4;5;5;4;4;6;5;6;1;5;5;4;4;2;4;5;3;5;4;4;2;5;5;5;5;3;4;4;2;1;5;4;5;4;4;4;4;3;4;4;4;4;4;4;3;3;5;6;6;5;5;6;3
489;11;Licenciado;2;4;5;5;4;4;3;5;6;1;5;3;3;2;2;4;5;3;6;5;3;2;5;5;4;6;3;4;2;2;1;4;5;2;3;3;3;3;3;2;2;3;2;3;2;2;2;5;5;5;4;4;4;3
490;11;Licenciado;5;6;5;5;5;6;6;5;4;1;5;6;3;3;2;1;4;2;3;5;4;2;6;5;4;5;2;3;2;1;1;2;4;2;3;3;4;3;4;2;3;3;1;3;2;2;1;3;4;1;3;5;3;3
491;11;Licenciado;4;4;5;6;5;6;4;5;6;1;5;6;3;3;2;2;5;4;4;5;4;3;5;5;5;5;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;2;3;5;5;5;5;5;5;3
492;11;Licenciado;4;4;4;4;4;6;6;6;6;1;5;4;2;3;1;2;5;2;5;5;1;1;4;3;4;5;1;1;1;1;1;3;2;2;3;3;3;3;4;4;4;4;4;3;3;2;2;4;4;4;4;4;4;3
493;11;Licenciado;2;4;1;3;4;4;3;5;4;1;4;4;3;4;3;2;4;3;4;5;3;3;6;4;2;6;2;2;4;2;1;2;3;1;4;4;4;3;4;4;4;4;4;4;1;3;4;4;5;5;3;5;6;4
494;11;Licenciado;5;5;6;6;1;5;2;6;5;1;5;6;2;4;2;4;3;6;5;4;1;1;6;6;6;6;3;5;2;3;1;5;6;2;4;4;3;3;4;4;3;3;1;2;4;3;1;2;2;3;6;6;6;3
495;11;Licenciado;5;3;6;1;6;5;5;4;3;1;4;4;1;2;1;3;5;2;6;5;4;2;6;5;3;5;2;3;2;2;2;4;5;2;3;4;3;3;4;3;4;4;3;3;4;3;4;5;4;4;5;3;5;2
496;11;Licenciado;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
497;11;Licenciado;3;2;5;5;2;6;4;5;2;1;5;4;2;2;2;2;3;4;5;5;2;2;5;6;3;6;2;4;2;1;1;5;2;2;3;4;4;4;4;4;3;3;3;4;4;4;4;4;5;3;5;6;6;3
498;11;Licenciado;1;1;1;2;2;4;6;2;2;1;4;5;3;2;1;3;3;1;6;5;5;1;5;3;6;5;1;1;4;2;1;1;3;1;4;4;4;4;4;4;4;4;4;4;4;4;3;5;5;5;5;5;5;4
499;11;Licenciado;5;5;5;5;5;4;5;4;4;1;4;4;4;5;4;4;5;4;5;4;4;4;4;4;4;4;4;4;4;4;3;4;4;5;3;3;3;3;4;3;3;3;3;3;3;3;3;5;4;4;4;4;4;3
500;11;Licenciado;2;4;6;6;3;5;4;6;6;1;5;6;3;3;3;4;6;5;5;5;3;4;6;6;2;6;2;2;2;2;2;5;5;5;4;4;4;3;2;3;4;2;2;3;3;4;4;4;5;3;1;4;4;3
501;11;Licenciado;4;3;4;4;5;5;5;5;5;1;5;5;1;5;3;1;1;6;6;5;5;5;5;5;5;5;1;6;4;1;1;6;6;6;4;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;3
502;11;Licenciado;4;5;5;5;5;5;5;5;4;1;4;3;3;4;3;4;4;4;4;3;4;3;5;4;5;4;5;4;3;4;3;4;5;4;3;3;2;3;2;3;2;3;3;2;2;3;3;3;3;3;4;3;3;3
503;11;Licenciado;5;5;4;5;5;5;5;4;5;1;5;5;2;2;2;2;2;2;5;5;4;3;3;3;5;5;3;2;2;2;2;2;4;1;3;3;2;2;3;3;3;3;2;2;3;3;3;4;5;5;3;4;4;1
